"oclc号 - oclcNumber","oclc符号 - oclcSymbol","注册ID - registryId","机构名称 - institutionName","机构类型 - institutionType","别称 - alsoCalled","街道 - street1","城市 - city","邮政编码 - postalCode","国家 - country","经度 - longitude","纬度 - latitude","距离 - distance","距离单位 - distanceUnit"
"1035094357","AZS",40437,"Arizona State University Library","ACADEMIC",,"ASU Libraries","Tempe","85287-1006","US",-111.92893,33.42113,9046.99734545789,"K"
"1035094357","STF",3227,"Stanford University Libraries","ACADEMIC",,"Green Library","Stanford","94305-6004","US",-122.16892,37.43137,9154.907042870153,"K"
"1035094357","CLU",207,"University of California, Los Angeles","ACADEMIC",,"280 Charles E. Young Dr.","Los Angeles","90255","US",-118.441185,34.07501,9308.793889187069,"K"
"1035094357","HUH",760,"University of Hawaii at Manoa","ACADEMIC","Hamilton Library","Hamilton Library","Honolulu","96822","US",-157.81621,21.300537,11962.425698979041,"K"
"oclc号 - oclcNumber","oclc符号 - oclcSymbol","注册ID - registryId","机构名称 - institutionName","机构类型 - institutionType","别称 - alsoCalled","街道 - street1","城市 - city","邮政编码 - postalCode","国家 - country","经度 - longitude","纬度 - latitude","距离 - distance","距离单位 - distanceUnit"
"1075617243","HUL",73876,"Harvard University","ACADEMIC","Harvard Library","Harvard University","Cambridge","02138","US",-71.11653,42.379486,5898.670972048441,"K"
"1075617243","ZCU",4861,"Columbia University in the City of New York","ACADEMIC","Columbia University Libraries","535 West 114th Street","New York","10027-7035","US",-73.96326,40.806236,6192.750022328971,"K"
"1075617243","ZYU",1976,"New York University","ACADEMIC","Elmer Holmes Bobst Library","70 Washington Square South","New York","10012","US",-73.99722,40.729427,6200.4045332524265,"K"
"1075617243","DLC",45266,"Library of Congress","REGIONAL_OR_NATIONAL",,"101 Independence Avenue, SE","Washington","20540","US",-77.00475,38.88863,6528.602785373047,"K"
"1075617243","CGU",110147,"University of Chicago Library","ACADEMIC",,"1100 E. 57th Street","Chicago","60637","US",-87.599976,41.792255,6968.537876102337,"K"
"1075617243","UBC",65595,"University of British Columbia Library","ACADEMIC",,"Irving K. Barber Learning Centre","Vancouver","V6T 1Z1","CA",-123.25255,49.267506,8053.47483756799,"K"
